HIP28425;90.04070988;19.99093244;1.14;-2.18;-4.28;0;7.853
HIP28614;90.59579418;9.64737644;22.86;12.8;-33.24;0;4.1792
HIP28675;90.81483792;-26.28475047;8.12;65.37;85.23;0;5.177
HIP28716;90.97993151;20.13845868;-0.31;0.85;-3.24;0;4.6947
HIP28734;91.03006644;23.26362978;25.03;-6.5;-99.78;0;4.3198
HIP28874;91.43976514;-24.19551783;3.64;5.49;-17.06;0;6.3572
HIP28984;91.73965412;-21.81229044;3.53;-7.01;-3.81;0;5.7503
HIP28991;91.76401164;-62.15441132;8.02;21.51;-68.53;0;5.2044
HIP29048;91.92345903;-19.166004;4.52;12.48;56.63;0;5.372
HIP29263;92.54341638;-40.35396989;3.72;-21.67;73.35;0;5.5869
HIP29353;92.81256279;-65.58970505;4.8;-24.36;118.55;0;5.0769
HIP29450;93.079579;22.90851944;1.04;-0.62;-2.32;0;6.3298
HIP29651;93.7139019;-6.27472746;5.18;-5.99;-19.34;0;4.1466
HIP29655;93.71957242;22.50682266;11.97;-67.47;-10.19;0;3.2945
HIP29696;93.84473568;29.49871222;19.32;-72.28;-261.25;0;4.4867
HIP29807;94.13806401;-35.14073157;17.84;0.35;87.87;0;4.5365
HIP29895;94.42388579;-16.81591328;5.78;-14.78;2.2;0;5.316
HIP29919;94.47846666;61.51529223;5.29;-8.56;-2.33;0;5.0034
HIP29990;94.69494766;-50.3591175;1.17;-0.56;7.01;0;7.1729
HIP30093;94.99835162;-2.94449039;6.84;-9.36;-0.24;0;5.0033
HIP30122;95.07827982;-30.06337656;9.58;7.69;4.15;0;2.9524
HIP30277;95.52852052;-33.43627108;13.41;-24.83;-52.92;0;3.9932
HIP30324;95.67494744;-17.95591664;6.64;-2.45;0.43;0;1.8911
HIP30343;95.73996346;22.5138506;14.18;55.87;-110.6;0;2.9141
HIP30419;95.94207079;4.5928372;24.22;-16.95;11.68;0;4.4559
HIP30422;95.94379536;4.59587847;-15.89;-24.74;-4.66;0;6.9232
HIP30438;95.98787758;-52.69571798;10.37;21.12;24.16;0;-0.5536
HIP30520;96.22459141;49.28789898;0.7;-0.28;-2.34;0;5.0056
HIP30867;97.20446883;-7.03304938;2.93;8.62;18.75;0;3.7921
HIP30883;97.24079369;20.21216717;6.55;-5.5;-13.84;0;4.0992
HIP31084;97.84591515;-12.39190831;7.4;44.65;-24.78;0;5.327
HIP31125;97.96403432;-23.41843724;1.81;-2.81;6.31;0;4.2586
HIP31216;98.22595664;7.33297925;1.7;-2.02;-5.24;0;4.5019
HIP31407;98.74411403;-52.97563453;1.94;-7.78;10.58;0;4.3706
HIP31472;98.88888119;-16.0077709;10.66;-9.86;-10.49;0;7.9478
HIP31579;99.13682371;38.44555198;1.87;-0.01;-19.59;0;5.3488
HIP31592;99.17082884;-19.25570926;50.33;62.6;-69.78;0;4.12
HIP31681;99.42792164;16.3994111;28.03;43.12;-40.65;0;1.929
HIP31685;99.44029868;-43.19592398;7.74;-0.11;-3.84;0;3.1395
HIP31700;99.47260789;-18.23745791;8.19;-7.47;-8.5;0;4.5975
HIP31827;99.81965167;-14.14574675;2.16;4.72;-6.92;0;4.9771
HIP31858;99.89763542;-60.40100489;3.55;-12.66;66.83;0;7.752
HIP32064;100.4848596;-9.16742468;8.69;32.93;-45.67;0;5.3245
HIP32246;100.983041;25.13115524;4.03;-4.59;-11.84;0;3.1915
HIP32249;100.9970585;13.22814337;12.19;-4.23;-54.78;0;4.6618
HIP32362;101.3226398;12.89605511;56.86;-114.87;-190.91;0;3.4417
HIP32533;101.8326847;8.03728281;6.93;-24.69;-12.37;0;4.9161
HIP32558;101.9050984;-8.9985011;2.64;-5.28;0.01;0;5.1604
HIP32578;101.9652382;2.4121903;8.91;-17.26;-13.5;0;4.6471
HIP32607;102.0480709;-61.94197821;36.62;-70.16;264.01;0;3.3114
HIP32632;102.1053651;-37.59796435;9.51;3.1;-40.41;0;7.8204
HIP32759;102.4602729;-32.50848747;4.26;-8.91;4.39;0;3.4644
HIP32761;102.4638171;-53.62249212;5.65;-2.72;18.07;0;4.5681
HIP32768;102.4839034;-50.61439981;17.6;34.15;-64.47;0;3.1077
HIP32855;102.7181221;-34.36732057;3.43;3.44;0.61;0;5.1659
